type,fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label
white,6.3,0.27,1.2,34.0,175.0,0.9934,0.33,0.046,0.54,3.37,9.4,1
white,7.2,0.46,3.8,82.0,187.0,0.9932,0.19,0.041,0.6,3.19,11.2,1
white,7.5,0.44,11.3,65.0,146.0,0.997,0.17,0.046,0.45,3.17,10.0,1
white,6.7,0.5,2.1,27.0,122.0,0.9923,0.17,0.043,0.45,3.15,10.3,1
white,6.1,0.0,1.6,36.0,87.0,0.9914,0.41,0.063,0.67,3.27,10.8,1
white,8.3,0.35,0.9,12.0,74.0,0.992,0.2,0.05,0.38,3.13,10.5,1
white,6.1,0.0,1.6,36.0,87.0,0.9914,0.41,0.063,0.67,3.27,10.8,1
white,6.0,0.21,1.3,42.0,168.0,0.9914,0.29,0.055,0.43,3.32,11.1,1
white,7.3,0.24,6.8,41.0,163.0,0.9949,0.41,0.057,0.41,3.2,9.9,1
white,7.3,0.24,6.8,41.0,163.0,0.9949,0.41,0.057,0.41,3.2,9.9,1
white,7.2,0.24,6.7,40.0,163.0,0.995,0.43,0.058,0.41,3.2,9.9,0
white,7.3,0.24,6.7,41.0,166.0,0.995,0.4,0.058,0.41,3.2,9.9,1
white,6.2,0.27,4.9,30.0,134.0,0.9927,0.33,0.036,0.42,3.2,10.4,1
white,6.2,0.26,4.8,36.0,148.0,0.9928,0.31,0.037,0.41,3.21,10.4,1
white,6.1,0.27,2.1,16.0,100.0,0.9917,0.36,0.035,0.71,3.4,11.5,1
white,5.0,0.14,8.3,35.0,164.0,0.9918,0.55,0.032,0.51,3.53,12.5,2
white,7.8,0.41,3.7,37.0,149.0,0.9954,0.25,0.042,0.45,3.36,10.0,1
white,5.7,0.21,6.7,51.0,166.0,0.9941,0.36,0.038,0.63,3.29,10.0,1
white,5.8,0.21,6.6,50.0,167.0,0.9941,0.34,0.04,0.62,3.29,10.0,0
white,6.8,0.6,1.1,42.0,127.0,0.9934,0.28,0.132,0.44,3.09,9.1,1
white,6.8,0.34,4.7,34.0,134.0,0.9927,0.25,0.031,0.38,3.21,10.6,1
white,6.6,0.35,7.7,36.0,135.0,0.9938,0.24,0.031,0.37,3.19,10.5,0
white,5.9,0.47,7.85,19.0,133.0,0.9933,0.3,0.03,0.43,3.52,11.5,1
white,6.1,0.25,3.3,10.0,69.0,0.9934,0.125,0.04,0.59,3.54,10.1,1
white,6.0,0.24,1.1,15.0,65.0,0.9927,0.1,0.041,0.61,3.61,10.3,1
white,6.6,0.35,7.7,36.0,135.0,0.9938,0.24,0.031,0.37,3.19,10.5,0
white,6.8,0.34,4.7,34.0,134.0,0.9927,0.25,0.031,0.38,3.21,10.6,1
white,6.8,0.44,9.3,35.0,137.0,0.9946,0.28,0.031,0.36,3.16,10.4,1
white,8.3,0.51,2.0,11.0,207.0,0.993,0.41,0.046,0.55,3.02,11.4,0
white,7.9,0.41,15.15,38.0,216.0,0.9976,0.26,0.04,0.6,2.96,10.0,1
white,6.4,0.23,6.3,37.0,143.0,0.9944,0.34,0.039,0.65,3.19,10.0,1
white,6.5,0.35,15.4,55.0,195.0,0.9978,0.28,0.042,0.5,3.23,9.6,1
white,7.2,0.41,1.3,33.0,85.0,0.992,0.21,0.036,0.51,3.17,10.4,0
white,6.4,0.35,4.8,34.0,101.0,0.9912,0.32,0.03,0.6,3.36,12.5,2
white,6.8,0.34,4.6,37.0,135.0,0.9927,0.24,0.032,0.39,3.2,10.6,0
white,6.3,0.3,1.8,16.0,91.0,0.9906,0.23,0.033,0.4,3.28,11.8,1
white,6.5,0.34,9.9,30.0,133.0,0.9954,0.28,0.038,0.44,3.11,9.8,0
white,5.6,0.26,5.7,12.0,80.0,0.9923,0.26,0.031,0.38,3.25,10.8,0
white,6.3,0.3,1.8,16.0,91.0,0.9906,0.23,0.033,0.4,3.28,11.8,1
white,6.3,0.33,1.5,15.0,105.0,0.991,0.23,0.036,0.42,3.32,11.2,1
white,5.8,0.27,12.3,55.0,170.0,0.9972,0.27,0.045,0.42,3.28,9.3,1
white,5.9,0.4,1.3,12.0,139.0,0.9945,0.26,0.047,0.53,3.45,10.4,0
white,6.6,0.35,1.5,49.0,141.0,0.9934,0.18,0.049,0.85,3.43,10.2,1
white,7.4,0.43,7.8,27.0,153.0,0.9964,0.2,0.045,0.55,3.19,9.0,1
white,8.0,0.36,1.5,17.0,129.0,0.9948,0.24,0.047,0.54,3.2,10.0,1
white,6.4,0.42,9.7,30.0,140.0,0.9962,0.26,0.044,0.47,3.18,9.1,1
white,5.4,0.47,3.0,46.0,144.0,0.9931,0.31,0.053,0.76,3.29,10.0,0
white,5.4,0.47,3.0,47.0,145.0,0.993,0.29,0.052,0.75,3.29,10.0,1
white,7.1,0.33,4.6,33.0,131.0,0.9942,0.145,0.05,0.4,3.28,9.6,1
white,5.6,0.1,1.3,20.0,68.0,0.9906,0.34,0.031,0.51,3.36,11.2,1
white,6.7,0.41,15.6,75.0,155.0,0.9995,0.19,0.056,0.44,3.2,8.8,1
white,7.8,0.46,13.6,38.0,118.0,0.998,0.18,0.052,0.5,3.15,10.0,1
white,7.6,0.45,11.2,56.0,137.0,0.997,0.17,0.054,0.47,3.15,10.0,0
white,6.3,0.36,2.1,47.0,146.0,0.9914,0.12,0.044,0.74,3.27,11.4,1
white,7.3,0.4,6.85,32.0,138.0,0.992,0.33,0.038,0.3,3.03,11.9,1
white,5.5,0.3,2.5,27.0,128.0,0.9924,0.335,0.071,0.51,3.14,9.6,1
white,7.3,0.4,6.85,32.0,138.0,0.992,0.33,0.038,0.3,3.03,11.9,1
white,5.8,0.42,4.4,38.5,245.0,0.9937,0.4,0.047,0.57,3.25,9.6,1
white,7.3,0.37,14.3,48.0,191.0,0.9978,0.22,0.063,0.38,2.89,9.0,1
white,7.3,0.37,14.3,48.0,191.0,0.9978,0.22,0.063,0.38,2.89,9.0,1
white,6.1,0.33,1.1,24.0,169.0,0.9927,0.36,0.05,0.78,3.15,9.5,1
white,6.9,0.34,4.7,43.0,161.0,0.9935,0.24,0.04,0.59,3.2,10.6,1
white,6.4,0.32,14.9,54.0,162.0,0.9968,0.24,0.047,0.5,3.28,10.2,1
white,7.1,0.14,1.2,24.0,84.0,0.9941,0.365,0.055,0.43,3.15,8.9,0
white,6.8,0.3,5.3,40.0,127.0,0.9942,0.15,0.05,0.39,3.4,9.7,1
white,7.3,0.37,14.3,48.0,191.0,0.9978,0.22,0.063,0.38,2.89,9.0,1
white,6.8,0.4,2.3,18.0,102.0,0.9923,0.16,0.037,0.42,3.49,11.4,1
white,6.0,0.32,3.5,29.0,113.0,0.9912,0.26,0.028,0.71,3.4,12.3,1
white,6.0,0.27,1.5,40.0,143.0,0.9923,0.18,0.089,0.62,3.49,10.8,1
white,6.9,0.21,1.0,39.0,148.0,0.9927,0.33,0.053,0.45,3.12,9.4,1
white,7.1,0.35,12.5,26.0,72.0,0.9941,0.39,0.044,0.29,3.17,11.6,0
white,6.9,0.21,1.0,39.0,148.0,0.9927,0.33,0.053,0.45,3.12,9.4,1
white,7.7,0.48,2.3,36.0,178.0,0.9931,0.29,0.049,0.64,3.17,10.6,1
white,6.6,0.19,0.8,17.0,204.0,0.9934,0.905,0.048,0.56,3.34,10.0,0
white,7.2,0.27,2.4,30.0,149.0,0.9936,0.27,0.048,0.51,3.1,9.2,1
white,5.1,0.22,1.6,18.0,89.0,0.9893,0.33,0.027,0.38,3.51,12.5,1
white,5.1,0.22,1.6,18.0,89.0,0.9893,0.33,0.027,0.38,3.51,12.5,1
white,6.4,0.28,1.5,12.0,119.0,0.9919,0.31,0.037,0.51,3.32,10.4,1
white,7.3,0.44,1.4,21.0,98.0,0.9924,0.2,0.045,0.46,3.15,10.0,1
white,5.7,0.5,2.6,17.0,155.0,0.9927,0.32,0.049,0.64,3.22,10.0,1
white,6.4,0.28,1.5,12.0,119.0,0.9919,0.31,0.037,0.51,3.32,10.4,1
white,7.3,0.44,1.4,21.0,98.0,0.9924,0.2,0.045,0.46,3.15,10.0,1
white,7.2,0.26,12.5,48.0,179.0,0.9975,0.28,0.046,0.52,3.1,9.0,1
white,7.5,0.28,9.6,26.0,157.0,0.9969,0.35,0.051,0.53,3.12,9.2,1
white,7.2,0.27,2.4,30.0,149.0,0.9936,0.27,0.048,0.51,3.1,9.2,1
white,6.0,0.39,3.2,20.0,125.0,0.991,0.36,0.027,0.39,3.38,11.3,1
white,5.1,0.22,1.6,18.0,89.0,0.9893,0.33,0.027,0.38,3.51,12.5,1
white,5.0,0.56,1.5,24.0,115.0,0.9906,0.17,0.026,0.39,3.48,10.8,1
white,6.3,0.35,5.9,82.5,260.0,0.9941,0.39,0.04,0.66,3.12,10.1,0
white,6.7,0.32,5.4,29.0,140.0,0.995,0.21,0.047,0.46,3.39,9.7,1
white,7.0,0.38,14.9,60.0,181.0,0.9983,0.3,0.032,0.61,3.18,9.3,1
white,7.0,0.38,14.9,60.0,181.0,0.9983,0.3,0.032,0.61,3.18,9.3,1
white,6.5,0.32,1.1,13.0,66.0,0.9916,0.36,0.031,0.46,3.1,10.6,0
white,6.1,0.15,9.8,19.0,125.0,0.9957,0.55,0.031,0.47,3.36,10.2,1
white,7.3,0.43,2.0,20.0,69.0,0.99,0.24,0.021,0.56,3.08,12.2,1
white,6.8,0.51,11.8,62.0,163.0,0.9976,0.37,0.044,0.44,3.19,8.8,0
white,6.8,0.12,1.3,87.0,168.0,0.992,0.27,0.04,0.41,3.18,10.0,0
white,8.2,0.42,1.8,30.0,93.0,0.9917,0.28,0.031,0.39,3.09,11.4,0
white,6.3,0.4,1.5,35.0,107.0,0.9917,0.2,0.037,0.5,3.46,11.4,1
white,5.9,0.27,18.2,52.0,168.0,0.9993,0.26,0.048,0.44,3.35,9.4,0
white,6.4,0.42,2.9,32.0,83.0,0.9908,0.19,0.032,0.41,3.3,11.7,1
white,6.3,0.4,1.5,35.0,107.0,0.9917,0.2,0.037,0.5,3.46,11.4,1
white,6.8,0.51,11.8,62.0,163.0,0.9976,0.37,0.044,0.44,3.19,8.8,0
white,6.1,0.07,1.4,22.0,108.0,0.9934,0.35,0.069,0.52,3.23,9.2,0
white,7.1,0.31,18.2,55.0,252.0,1.0,0.27,0.046,0.56,3.07,8.7,0
white,6.8,0.31,6.3,33.0,170.0,0.9918,0.22,0.035,0.66,3.24,12.6,1
white,6.8,0.12,1.3,87.0,168.0,0.992,0.27,0.04,0.41,3.18,10.0,0
white,5.8,0.34,4.0,40.0,99.0,0.9896,0.28,0.031,0.39,3.39,12.8,1
white,6.9,0.24,1.2,13.0,125.0,0.9932,0.49,0.049,0.51,3.17,9.4,0
white,6.3,0.39,1.2,26.0,116.0,0.992,0.14,0.044,0.53,3.26,10.3,1
white,8.2,0.42,1.8,30.0,93.0,0.9917,0.28,0.031,0.39,3.09,11.4,0
white,7.2,0.39,18.95,42.0,155.0,0.9999,0.25,0.038,0.47,2.97,9.0,1
white,7.3,0.36,12.7,38.0,140.0,0.998,0.28,0.04,0.79,3.3,9.6,1
white,7.2,0.39,1.2,32.0,85.0,0.9918,0.19,0.036,0.5,3.16,10.5,0
white,7.2,0.39,1.2,32.0,85.0,0.9918,0.19,0.036,0.5,3.16,10.5,0
white,7.2,0.39,18.95,42.0,155.0,0.9999,0.25,0.038,0.47,2.97,9.0,1
white,7.3,0.36,12.7,38.0,140.0,0.998,0.28,0.04,0.79,3.3,9.6,1
white,7.4,0.27,1.2,27.0,99.0,0.9927,0.21,0.041,0.33,3.19,9.8,1
white,6.8,0.22,7.7,57.0,210.0,0.9959,0.26,0.047,0.47,3.1,9.0,0
white,7.4,0.27,1.2,27.0,99.0,0.9927,0.21,0.041,0.33,3.19,9.8,1
white,7.4,0.28,1.6,33.0,137.0,0.9929,0.31,0.05,0.56,3.31,10.5,1
white,7.0,0.31,2.7,41.0,136.0,0.9898,0.22,0.03,0.37,3.16,12.7,1
white,7.0,0.28,8.7,37.0,222.0,0.9954,0.21,0.045,0.54,3.25,10.4,1
white,7.0,0.28,8.6,37.0,221.0,0.9954,0.21,0.045,0.54,3.25,10.4,1
white,7.0,0.28,8.6,37.0,221.0,0.9954,0.21,0.045,0.54,3.25,10.4,1
white,6.9,0.38,8.3,47.0,162.0,0.9954,0.23,0.047,0.52,3.34,10.5,1
white,7.0,0.28,8.7,37.0,222.0,0.9954,0.21,0.045,0.54,3.25,10.4,1
white,7.0,0.28,8.6,37.0,221.0,0.9954,0.21,0.045,0.54,3.25,10.4,1
white,6.8,0.5,13.3,48.0,194.0,0.9974,0.29,0.053,0.45,3.09,9.4,0
white,7.8,0.27,1.2,20.0,89.0,0.9936,0.21,0.051,0.46,3.06,9.1,0
white,7.1,0.47,13.6,54.0,197.0,0.9978,0.31,0.056,0.49,3.1,9.3,0
white,6.8,0.5,13.3,48.0,194.0,0.9974,0.29,0.053,0.45,3.09,9.4,0
white,6.4,0.1,1.1,19.0,84.0,0.9927,0.34,0.048,0.38,3.21,9.8,0
white,7.4,0.34,2.3,73.5,214.0,0.9934,0.155,0.045,0.61,3.18,9.9,1
white,7.2,0.09,1.5,16.0,151.0,0.9938,0.55,0.108,0.57,3.07,9.2,0
white,7.0,0.36,7.1,31.0,104.0,0.9922,0.23,0.028,0.47,3.35,12.1,2
white,6.9,0.37,6.2,24.0,97.0,0.992,0.2,0.027,0.49,3.38,12.2,1
white,6.1,0.32,2.5,23.0,218.5,0.9935,0.28,0.042,0.6,3.27,9.8,0
white,6.6,0.32,1.4,49.0,186.0,0.9906,0.16,0.035,0.64,3.35,12.4,2
white,6.2,0.04,1.2,23.0,108.0,0.9934,0.35,0.06,0.54,3.26,9.2,0
white,6.1,0.2,6.6,25.0,137.0,0.9938,0.38,0.033,0.69,3.3,10.4,1
white,6.0,0.28,2.2,54.0,126.0,0.9898,0.25,0.026,0.65,3.43,12.9,2
white,6.6,0.44,12.2,54.0,245.0,0.9975,0.52,0.048,0.54,3.26,9.3,1
white,6.9,0.36,20.8,40.0,139.0,0.9975,0.24,0.031,0.33,3.2,11.0,1
white,7.1,0.32,11.0,16.0,66.0,0.9937,0.32,0.038,0.4,3.24,11.5,0
white,5.8,0.27,2.6,30.0,156.0,0.9914,0.28,0.054,0.42,3.53,12.4,0
white,6.5,0.24,14.0,24.0,113.0,0.9982,0.41,0.048,0.53,3.44,9.8,1
white,6.5,0.24,14.0,24.0,113.0,0.9982,0.41,0.048,0.53,3.44,9.8,1
white,6.4,0.29,1.6,34.0,127.0,0.9929,0.28,0.052,0.56,3.48,10.5,1
white,7.2,0.2,9.9,21.0,174.0,0.9971,0.6,0.07,0.54,3.03,9.1,0
white,6.1,0.25,1.2,34.0,128.0,0.9921,0.2,0.038,0.44,3.24,10.1,0
white,5.9,0.14,2.7,27.0,160.0,0.9931,0.46,0.042,0.51,3.46,10.6,1
white,6.0,0.27,1.6,32.0,113.0,0.9924,0.27,0.046,0.51,3.41,10.5,1
white,6.4,0.29,1.6,34.0,127.0,0.9929,0.28,0.052,0.56,3.48,10.5,1
white,6.4,0.24,14.0,24.0,113.0,0.9982,0.41,0.048,0.53,3.44,9.8,1
white,6.3,0.31,1.5,11.0,82.0,0.9892,0.23,0.022,0.4,3.3,12.9,1
white,7.1,0.27,8.6,26.0,111.0,0.9956,0.21,0.056,0.52,2.95,9.5,0
white,6.0,0.32,1.0,31.0,218.5,0.9924,0.37,0.053,0.72,3.29,9.8,1
white,6.1,0.35,9.1,83.0,249.0,0.9971,0.43,0.059,0.5,3.37,8.5,0
white,7.1,0.27,8.6,26.0,111.0,0.9956,0.21,0.056,0.52,2.95,9.5,0
white,7.0,0.29,15.2,40.0,171.0,0.9982,0.25,0.047,0.45,3.22,9.3,0
white,5.9,0.19,12.4,50.0,162.0,0.9973,0.25,0.047,0.38,3.35,9.5,0
white,6.8,0.21,2.2,15.0,68.0,0.9932,0.32,0.044,0.39,3.17,9.4,1
white,7.2,0.62,11.0,66.0,178.0,0.9976,0.39,0.047,0.5,3.16,8.7,0
white,6.3,0.58,10.0,34.0,126.0,0.9962,0.21,0.081,0.46,2.95,8.9,0
white,7.0,0.32,9.0,54.0,141.0,0.9956,0.14,0.039,0.43,3.22,9.4,1
white,6.8,0.21,2.2,15.0,68.0,0.9932,0.32,0.044,0.39,3.17,9.4,1
white,7.2,0.62,11.0,66.0,178.0,0.9976,0.39,0.047,0.5,3.16,8.7,0
white,7.2,0.53,18.15,59.0,182.0,0.9992,0.29,0.047,0.52,3.09,9.6,0
white,6.5,0.34,3.4,34.0,200.0,0.9937,0.38,0.036,0.76,3.14,10.0,0
white,6.6,0.29,2.0,19.0,86.0,0.99,0.24,0.023,0.45,3.25,12.5,1
white,7.0,0.31,4.8,34.0,132.0,0.9944,0.17,0.034,0.48,3.36,9.6,1
white,5.5,0.22,4.5,30.0,102.0,0.9938,0.16,0.03,0.36,3.24,9.4,1
white,7.0,0.51,11.0,55.0,227.0,0.9965,0.24,0.029,0.61,3.03,9.5,0
white,7.4,0.36,1.1,42.0,105.0,0.9893,0.28,0.028,0.39,2.99,12.4,1
white,7.0,0.28,1.5,29.0,115.0,0.9927,0.22,0.037,0.55,3.11,10.5,1
white,7.1,0.13,1.7,21.0,165.0,0.994,0.55,0.073,0.58,2.97,9.2,1
white,6.3,0.33,1.7,67.0,164.0,0.9928,0.22,0.041,0.56,3.32,10.4,1
white,6.7,0.34,8.9,31.0,172.0,0.9964,0.47,0.043,0.6,3.22,9.2,0
white,5.9,0.41,1.3,45.0,104.0,0.9917,0.36,0.047,0.51,3.33,10.6,1
white,5.8,0.24,13.3,41.0,137.0,0.9972,0.25,0.044,0.42,3.34,9.5,0
white,6.7,0.34,8.9,31.0,172.0,0.9964,0.47,0.043,0.6,3.22,9.2,0
white,6.2,0.3,6.6,79.0,200.0,0.9954,0.37,0.346,0.58,3.29,9.6,0
white,6.2,0.38,1.5,36.0,117.0,0.993,0.18,0.028,0.54,3.47,9.7,1
white,6.0,0.37,1.5,43.0,117.0,0.9928,0.16,0.025,0.51,3.46,9.7,1
white,6.6,0.28,1.3,32.0,90.0,0.9916,0.34,0.035,0.42,3.1,10.7,1
white,7.4,0.29,1.6,53.0,180.0,0.9936,0.29,0.045,0.68,3.34,10.5,1
white,7.4,0.31,7.6,52.0,177.0,0.9962,0.26,0.047,0.45,3.13,8.9,1
white,7.0,0.36,1.0,8.0,70.0,0.9899,0.28,0.035,0.46,3.09,12.1,1
white,7.1,0.39,1.6,12.0,65.0,0.9898,0.23,0.032,0.4,3.25,12.7,1
white,7.8,0.26,8.9,42.0,182.0,0.996,0.19,0.039,0.46,3.18,9.9,1
white,6.3,0.28,1.8,28.0,158.0,0.9907,0.19,0.022,0.64,3.2,11.4,1
white,6.8,0.38,4.7,27.0,103.0,0.994,0.2,0.04,0.58,3.37,10.7,1
white,5.7,0.13,7.0,28.0,173.0,0.9913,0.44,0.025,0.48,3.33,12.5,1
white,7.2,0.62,10.8,70.0,189.0,0.9976,0.4,0.041,0.49,3.08,8.6,0
white,6.8,0.32,1.6,43.0,147.0,0.9904,0.23,0.026,0.54,3.29,12.5,1
white,5.7,0.34,1.0,13.0,174.0,0.992,0.335,0.04,0.66,3.27,10.0,0
white,7.2,0.62,10.8,70.0,189.0,0.9976,0.4,0.041,0.49,3.08,8.6,0
white,7.2,0.54,16.7,54.0,200.0,0.999,0.28,0.045,0.49,3.08,9.5,1
white,6.8,0.58,14.2,51.0,164.0,0.9975,0.19,0.038,0.48,3.12,9.6,1
white,6.4,0.3,2.25,8.0,210.0,0.9937,0.3,0.038,0.62,3.2,9.9,1
white,6.5,0.29,2.25,8.0,210.0,0.9937,0.3,0.037,0.62,3.19,9.9,0
white,7.8,0.31,12.2,46.0,140.0,0.998,0.18,0.053,0.53,3.06,8.9,1
white,7.8,0.31,12.2,46.0,140.0,0.998,0.18,0.053,0.53,3.06,8.9,1
white,7.3,0.26,3.3,7.0,135.0,0.9944,0.51,0.09,0.52,3.01,8.8,0
white,6.0,0.27,1.9,40.0,170.0,0.9938,0.24,0.048,0.54,3.64,10.0,1
white,5.9,0.28,3.5,55.0,152.0,0.9907,0.62,0.039,0.44,3.44,12.0,1
white,6.0,0.27,1.9,40.0,170.0,0.9938,0.24,0.048,0.54,3.64,10.0,1
white,6.7,0.12,1.3,62.0,138.0,0.9921,0.27,0.041,0.42,3.21,10.0,1
white,7.8,0.35,1.8,8.0,167.0,0.9908,0.34,0.042,0.41,3.11,12.1,1
white,7.3,0.36,5.2,31.0,141.0,0.9931,0.26,0.04,0.59,3.16,11.0,1
white,7.4,0.33,1.4,27.0,55.0,0.9915,0.36,0.025,0.33,3.21,11.2,1
white,7.8,0.32,9.0,34.0,115.0,0.9952,0.28,0.036,0.39,3.17,10.3,1
white,6.1,0.26,2.2,28.0,167.0,0.9926,0.31,0.051,0.47,3.37,10.4,1
white,6.8,0.37,1.6,47.0,154.0,0.9934,0.18,0.055,0.45,3.08,9.1,0
white,7.4,0.42,1.7,49.0,154.0,0.992,0.15,0.045,0.6,3.0,10.4,1
white,7.2,0.34,12.6,7.0,41.0,0.9942,0.34,0.048,0.4,3.19,11.7,0
white,7.9,0.26,2.1,8.0,143.0,0.9942,0.19,0.039,0.74,3.05,9.8,0
white,6.9,0.4,1.3,22.0,101.0,0.9901,0.25,0.038,0.39,3.03,11.4,1
white,5.8,0.32,1.7,22.0,96.0,0.9898,0.36,0.033,0.38,3.03,11.2,1
white,5.6,0.37,1.0,6.0,72.0,0.9902,0.35,0.038,0.34,3.37,11.4,0
white,5.9,0.39,3.3,24.0,140.0,0.9934,0.32,0.114,0.45,3.09,9.2,1
white,7.2,0.46,5.0,3.0,29.0,0.9906,0.31,0.04,0.53,3.04,12.5,0
white,6.1,0.22,1.8,32.0,116.0,0.9898,0.28,0.034,0.44,3.36,12.6,1
white,5.2,0.02,1.6,24.0,104.0,0.9896,0.36,0.031,0.35,3.44,12.2,1
white,5.6,0.47,4.5,19.0,112.0,0.9922,0.19,0.03,0.45,3.56,11.2,1
white,6.4,0.35,4.9,31.0,103.0,0.9947,0.1,0.048,0.79,3.43,9.7,1
white,6.4,0.48,4.0,64.0,150.0,0.9945,0.18,0.186,0.4,3.06,9.3,0
white,7.4,0.36,13.2,53.0,178.0,0.9976,0.25,0.067,0.48,3.01,9.0,1
white,7.4,0.36,13.2,53.0,178.0,0.9976,0.25,0.067,0.48,3.01,9.0,1
white,7.4,0.36,13.2,53.0,178.0,0.9976,0.25,0.067,0.48,3.01,9.0,1
white,7.9,0.51,15.3,54.0,171.0,0.9987,0.345,0.047,0.51,3.09,9.1,0
white,7.9,0.51,15.3,54.0,171.0,0.9987,0.345,0.047,0.51,3.09,9.1,0
white,7.4,0.36,13.2,53.0,178.0,0.9976,0.25,0.067,0.48,3.01,9.0,1
white,6.1,0.3,1.5,22.0,61.0,0.992,0.24,0.045,0.54,3.31,10.4,0
white,6.8,0.24,4.55,41.0,211.0,0.9955,0.25,0.053,0.67,3.37,9.5,1
white,6.7,0.31,9.9,10.0,175.0,0.9953,0.31,0.04,0.55,3.46,11.4,0
white,7.2,0.65,10.4,76.0,192.0,0.9976,0.46,0.05,0.42,3.16,8.7,0
white,5.5,0.35,1.1,14.0,167.0,0.992,0.35,0.045,0.68,3.34,9.9,1
white,6.7,0.41,8.7,29.0,148.0,0.9952,0.24,0.036,0.62,3.22,9.9,1
white,6.8,0.17,13.9,49.0,162.0,0.9983,0.28,0.047,0.51,3.21,9.0,1
white,6.4,0.22,1.4,41.0,149.0,0.9933,0.16,0.04,0.58,3.49,10.0,1
white,6.3,0.24,7.2,38.0,172.0,0.9958,0.26,0.039,0.64,3.49,9.7,1
white,7.7,0.42,1.9,10.0,87.0,0.9922,0.22,0.052,0.49,3.3,11.8,1
white,6.5,0.31,1.7,30.0,127.0,0.9928,0.18,0.044,0.5,3.49,10.2,1
white,7.2,0.65,10.4,76.0,192.0,0.9976,0.46,0.05,0.42,3.16,8.7,0
white,7.0,0.51,13.6,40.0,168.0,0.9976,0.3,0.05,0.52,3.07,9.6,1
white,9.2,0.34,1.2,31.0,93.0,0.9916,0.25,0.026,0.37,2.93,11.3,1
white,7.8,0.34,1.6,32.0,118.0,0.9901,0.28,0.028,0.38,3.0,12.1,1
white,7.0,0.51,13.6,40.0,168.0,0.9976,0.3,0.05,0.52,3.07,9.6,1
white,7.8,0.34,1.6,32.0,118.0,0.9901,0.28,0.028,0.38,3.0,12.1,1
white,9.2,0.34,1.2,31.0,93.0,0.9916,0.25,0.026,0.37,2.93,11.3,1
white,6.1,0.24,1.6,16.0,137.0,0.993,0.41,0.049,0.5,3.32,10.4,1
white,5.9,0.24,12.1,53.0,165.0,0.9969,0.21,0.044,0.39,3.25,9.5,0
white,7.2,0.44,4.2,51.0,144.0,0.991,0.34,0.047,0.76,3.01,12.3,1
white,6.7,0.42,9.1,31.0,150.0,0.9953,0.21,0.049,0.74,3.12,9.9,1
white,5.9,0.1,1.6,39.0,128.0,0.9924,0.37,0.057,0.48,3.24,10.1,0
white,7.7,0.27,8.8,39.0,184.0,0.9969,0.34,0.063,0.63,3.09,9.2,1
white,7.4,0.22,1.4,16.0,135.0,0.9928,0.3,0.046,0.77,3.08,10.4,1
white,6.8,0.3,4.2,38.0,165.0,0.9945,0.51,0.066,0.42,3.2,9.1,0
white,7.8,0.38,10.3,28.0,99.0,0.9967,0.22,0.059,0.47,3.12,10.0,1
white,7.2,0.34,12.4,6.0,37.0,0.9944,0.35,0.051,0.39,3.13,11.5,1
white,6.0,0.5,2.2,59.0,153.0,0.9928,0.26,0.048,0.61,3.08,9.8,0
white,6.1,0.51,2.2,61.0,154.0,0.9929,0.26,0.05,0.6,3.08,9.8,1
white,6.5,0.27,5.2,44.0,179.0,0.9948,0.28,0.04,0.69,3.19,9.4,1
white,7.4,0.66,10.8,77.0,194.0,0.9976,0.41,0.051,0.46,3.05,8.7,0
white,6.5,0.29,2.7,26.0,107.0,0.9912,0.28,0.038,0.41,3.32,11.6,1
white,6.7,0.54,16.3,44.0,181.0,0.9987,0.34,0.047,0.56,3.04,8.8,0
white,7.2,0.34,2.7,49.0,151.0,0.99,0.2,0.032,0.39,3.16,12.7,1
white,7.4,0.33,1.9,39.0,138.0,0.991,0.2,0.035,0.44,3.17,11.7,1
white,8.2,0.3,1.8,47.0,185.0,0.9933,0.22,0.047,0.5,3.13,10.2,1
white,8.2,0.29,1.8,47.0,187.0,0.9933,0.23,0.047,0.5,3.13,10.2,1
white,7.1,0.33,2.8,48.0,153.0,0.9899,0.22,0.033,0.38,3.15,12.7,1
white,6.5,0.29,2.7,26.0,107.0,0.9912,0.28,0.038,0.41,3.32,11.6,1
white,6.0,0.26,6.0,42.0,134.0,0.9912,0.38,0.034,0.38,3.38,12.3,1
white,7.4,0.66,10.8,77.0,194.0,0.9976,0.41,0.051,0.46,3.05,8.7,0
white,5.7,0.22,4.2,25.0,111.0,0.994,0.18,0.042,0.39,3.35,9.4,0
white,7.3,0.22,6.4,44.0,168.0,0.9947,0.3,0.056,0.35,3.13,10.1,1
white,7.4,0.22,10.7,26.0,81.0,0.9954,0.24,0.042,0.36,2.86,9.7,1
white,6.6,0.3,1.6,32.0,134.0,0.993,0.25,0.046,0.51,3.42,10.1,1
white,7.4,0.22,10.7,26.0,81.0,0.9954,0.24,0.042,0.36,2.86,9.7,1
white,7.4,0.3,7.9,38.0,157.0,0.9963,0.26,0.049,0.48,3.13,8.9,1
white,6.9,0.27,2.1,42.0,121.0,0.9926,0.28,0.036,0.49,3.42,10.8,1
white,7.0,0.33,5.8,25.0,136.0,0.995,0.23,0.04,0.58,3.19,9.5,1
white,7.1,0.5,14.5,6.0,148.0,0.9983,0.31,0.059,0.44,2.94,9.1,0
